source,target
RAB6A,KIF20A
RAB6A,BICD2
RAB8A,OPTN
RAB8A,MAP4K2
RAB8A,RPH3AL
RAB8A,SYTL4
RAB8A,RIMS2
RAB8A,RPH3A
RAB8A,PDE6D
RABGGTB,PTP4A2
RAD23A,RPN1
RAD51,RPA1
RAD51,TP53
RAD51,SUMO1
RAD51,DMC1
RAD51,RAD51AP1
RAD51,RAD54L
RAD51,RAD54B
RAD51,C17orf28
RAD51,UBE2I
RAD51,DNAJA3
RAD51,BCCIP
RAD52,RPA1
RAD52,RPA2
RAG1,RAG2
RALA,RASSF5
RALA,CNKSR2
RALA,EXOC5
RALA,EXOC1
RALA,RALBP1
RALA,REPS1
RALA,EXOC3
RALA,EXOC8
RALA,RAB8B
RALA,RALGPS1
RALA,RGL4
RALA,EXOC2
RALA,EXOC4
RALA,EXOC7
RALB,REPS2
RALB,RALBP1
RALB,REPS1
RALB,RGL4
RALGDS,RRAS
RALGDS,RAP1A
RALGDS,RAP2A
RALGDS,RAP2B
RANGAP1,SUMO3
RAP1A,RGS14
RAP1A,RABAC1
RAP1A,RASA3
RAP1A,RASGRP4
RAP1A,RAPGEF6
RAP1A,RGL4
RAP1A,RAP1GDS1
RAP1A,RAPGEF5
RAP1A,RASIP1
RAP1A,APBB1IP
RAP1B,RASSF5
RAP2A,RGS14
RAP2A,RASSF5
RAP2A,RAPGEF6
RAP2A,RAPGEF5
RAP2A,RASIP1
RAP2A,RUNDC3A
RAP2A,TNIK
RAP2B,RAPGEF5
RAPGEF1,HRAS
RARA,SP1
RARB,RXRB
RARG,RXRA
RARS,AIMP1
RB1,TFAP2A
RB1,GNB2L1
RB1,TMPO
RB1,SP1
RB1,TGM2
RB1,SUV39H1
RB1,MORF4L2
RB1,TAF1
RB1,UBTF
RB1,RBBP5
RB1,PRDM2
RB1,SMARCB1
RB1,SP3
RB1,RING1
RB1,SNAPC3
RB1,RBBP9
RB1,RBBP7
RB1,RBBP4
RB1,SNW1
RB1,CBX4
RB1,SMARCA4
RB1,PRKRA
RB1,USP4
RB1,CCNA1
RB1,RBBP8
RB1,TRIP11
RB1,ENC1
RB1,PIK3R3
RB1,TRAP1
RB1,SPIB
RB1,NDC80
RB1,EID1
RB1,RNF40
RB1,KDM5A
RB1,THOC1
RB1,MORF4L1
RB1,ARID3B
RB1,CREG1
RB1,PELP1
RB1,AATF
RB1,HBP1
RB1,LIN9
RB1,RBAK
RBBP4,SP1
RBBP6,ZFYVE9
RBBP8,RBL2
RBL2,SUV39H1
RBL2,TAF1
RBL2,UBTF
RBL2,RBBP9
RBL2,SNW1
RBL2,BRF2
RBL2,CREG1
RBL2,HBP1
RBP4,TTR
RCC1,PTMA
RCC1,CSNK1A1
RCC1,NUP98
RCC1,RAN
RCC1,RANBP1
RCC1,HIST2H2BE
RCC1,KPNA3
RCC1,XPO1
RCC1,RANBP3
RCC1,HIST2H2AA3
RCVRN,GRK1
RDH5,RLBP1
RDX,ROCK1
RDX,CPNE1
RDX,CPNE2
RDX,CPNE4
RDX,GNA13
RDX,SLC9A3R1
RDX,SLC9A3R2
REG3A,REG1A
REG3A,TRHDE
REL,SP1
REL,NKRF
REL,TBP
REN,RENBP
REN,ATP6AP2
RGL2,RAP1B
RHO,GRK1
RHO,SAG
RHOA,PLCG1
RHOA,KCNA2
RHOA,PRKCA
RHOA,TGM2
RHOA,FLNA
RHOA,OPHN1
RHOA,MCF2
RHOA,KTN1
RHOA,VAV2
RHOA,PKN1
RHOA,DGKQ
RHOA,PRKACA
RHOA,ROCK1
RHOA,TRIO
RHOA,ARHGDIA
RHOA,PPP1R12A
RHOA,RTKN
RHOA,CNTNAP1
RHOA,PLD1
RHOA,PKN2
RHOA,PDE6D
RHOA,ARHGAP1
RHOA,ARHGDIB
RHOA,ARHGDIG
RHOA,AKAP13
RHOA,RABAC1
RHOA,ARHGEF4
RHOA,VAV3
RHOA,ARHGEF12
RHOA,CIT
RHOA,ARHGEF11
RHOA,ICMT
RHOA,SRGAP1
RHOA,DAAM1
RHOA,RHPN2
RHOA,SH3BP1
RHOA,ARHGEF2
RHOA,DEF6
RHOA,GMIP
RHOA,RAP1GDS1
RHOA,TRPC1
RHOA,CNKSR1
RHOA,ARHGEF18
RHOA,ARHGEF3
RHOA,ARHGEF25
RHOA,MCF2L
RHOA,RGNEF
RHOA,DOCK7
RHOA,RHPN1
RHOA,SPRED2
RHOB,PGGT1B
RHOB,PDE6D
RHOB,ARHGDIG
RHOB,RHPN2
RHOB,ARHGEF3
RHOC,ROCK1
RHOC,RTKN
RHOC,CIT
RHOG,VAV1
RHOG,MCF2
RHOG,MAP3K11
RHOG,KTN1
RHOG,VAV2
RHOG,DOCK1
RHOG,PLD1
RHOG,ARHGDIG
RHOG,VAV3
RHOG,IQGAP2
RHOG,ECT2
RHOG,ELMO1
RHOG,ELMO2
RHOG,MCF2L
RIT1,RLF
RIT2,RLF
RIT2,SOS1
RLN1,RXFP1
RLN2,RXFP1
RLN2,RXFP2
RNASE1,RNH1
RNASEL,ABCE1
RNF111,SMURF2
RNF2,TFCP2
RNPEP,ZFYVE9
ROR2,WNT5A
ROS1,VAV3
ROS1,LPHN1
RPA1,RPA2
RPA1,RPA3
RPA1,TP53
RPA1,XPA
RPA1,WRN
RPA1,RPA4
RPA1,TREX1
RPA1,HELB
RPA2,RPA3
RPA2,UNG
RPA2,XPA
RPA2,CCNO
RPA2,SERTAD3
RPA3,RPA4
RPL10,YES1
RPL12,IPO11
RPL7A,STAU1
RPLP0,STAU1
RPLP1,RPLP2
RPLP1,PDCD4
RPN1,UBQLN2
RPS13,PDCD4
RPS15,UPF2
RPS25,UPF2
RPS3A,VDAC2
RPS6,STAU1
RPS6,RPS6KB1
RPS6KA1,MAGI1
RPS6KA2,MAGI1
RPS6KA2,SHANK1
RPS6KA3,MAGI1
RPS6KA3,SHANK1
RRAD,YWHAZ
RRAD,TPM2
RRAS,SOS1
RRAS,RASSF5
RRAS,NAV2
RRAS,RASIP1
RRBP1,ATF7IP
RRM1,RRM2
RRM1,RRM2B
RRM2,TP53
RUNX2,JUN
RUNX2,PRKCD
RUNX2,CEBPB
RXRA,SP1
RXRA,TBP
RXRA,NR1H2
RXRA,SRF
RXRA,NCOR2
RXRA,TDG
RXRA,VDR
RXRA,NCOA3
RXRA,NCOA4
RXRA,NRIP1
RXRA,NCOA1
RXRA,BRD8
RXRA,TADA3
RXRA,NR1I2
RXRA,TRIM24
RXRA,NR1I3
RXRA,ZNHIT3
RXRA,TRIP4
RXRA,JMJD1C
RXRA,TRIP10
RXRA,COPS2
RXRA,PPARGC1A
RXRA,NR0B2
RXRA,GADD45G
RXRA,NCOA6
RXRA,MED24
RXRA,THRA
RXRA,THRB
RXRA,NCOA2
RXRA,EDF1
RXRA,ITGB3BP
RXRA,NSD1
RXRA,DNTTIP2
RXRA,NRBF2
RXRA,RNF8
RXRA,ZBTB16
RXRA,MECR
RXRA,TAF11
RXRA,PSMC3IP
RXRB,NR1H2
RXRB,NCOA3
RXRB,NCOA1
RXRB,NR1I2
RXRB,NR2E3
RXRB,NR0B2
RXRB,AKAP13
RXRB,THRA
RXRB,TAF11
RXRG,SRF
RXRG,THRB
RYR1,S100A1
RYR1,RYR2
RYR1,TRDN
RYR1,HOMER2
RYR1,HOMER3
RYR1,HOMER1
RYR2,RYR3
RYR2,SRI
RYR2,AKAP6
RYR2,HOMER1
S100A1,S100B
S100A1,CACYBP
S100A1,S100A4
S100A11,S100B
S100A13,SYT1
S100A2,TPM1
S100A2,TPM3
S100A2,TPM2
S100B,TP53
S100B,IQGAP1
S100B,NDRG1
S100B,CACYBP
S100B,TNIP1
S100B,STK38
S100B,AHNAK
S1PR1,PDGFRB
S1PR1,HTR1D
SCARB2,THBS1
SCNN1A,STX1A
SCNN1B,STX1A
SCNN1G,STX1A
SCP2,ACAA2
SCT,SCTR
SCTR,CPAMD8
SDC1,CASK
SDC1,SDCBP
SDC3,TUBB
SDCBP,SOX4
SELP,SELPLG
SELP,AP1M1
SELP,SNX17
SEMG1,SEMG2
SEMG1,TGM1
SEMG2,TGM1
SERPINA1,PRTN3
SERPINA3,CTSG
SERPINA3,CTRL
SERPINA3,CTRB1
SERPINA3,CMA1
SERPINA3,MMP1
SERPINA3,CELA1
SERPINA3,ELANE
SERPINA3,MST1
SERPINA3,KLK2
SERPINA3,ERBB2
SERPINA3,KLK3
SERPINA3,F5
SERPINA3,POLA1
SERPINA3,CTRC
SERPINA3,DNAJC1
SERPINA5,PLAT
SERPINA5,PROC
SERPINA5,SEMG2
SERPINA5,THBD
SERPINB13,PLG
SERPINB13,PRTN3
SERPINB2,RB1
SERPINB2,PLAU
SERPINB6,PLG
SERPINB6,PROC
SERPINB6,PLAU
SERPINC1,SDC2
SERPINC1,KLK2
SERPINC1,PLG
SERPINC1,F2
SERPINE1,PLG
SERPINE1,PLAT
SERPINE1,PLAU
SERPINE1,VTN
SERPINE1,LRP1B
SERPING1,PLG
SERPING1,PLAT
SERPING1,SELP
SERPING1,F2
SERPINH1,SLC2A4
SERPINI1,PLG
SERPINI1,PLAT
SETDB1,SNIP1
SF3A2,SMURF2
SF3B1,SNIP1
SGTA,TMPO
SH3BP2,VAV1
SH3BP2,ZAP70
SHB,VAV1
SHB,ZAP70
SHB,SRC
SHC1,ZAP70
SHC1,SP1
SHC1,SRC
SIAH2,VAV1
SKIL,CDC16
SKIL,FZR1
SKIL,CPNE1
SKIL,CPNE2
SKIL,CPNE4
SKIL,SMURF2
SKIV2L,SNRPB
SKP2,UBB
SKP2,WEE1
SLA,VAV1
SLA,ZAP70
SLC2A4,RAB7A
SLC2A4,STRN3
SLC2A4,MVP
SLC2A4,PDIA6
SLC2A4,UBA52
SLC2A4,LEPREL4
SLC2A4,UBE2N
SLC2A4,KBTBD10
SLC2A4,ARFIP1
SLC2A4,LEPRE1
SLC2A4,MAP1S
SLC2A4,FAR1
SLC2A4,ESYT2
SLC2A4,C1QTNF5
SLC2A4,CCDC116
SLC2A4,FKBP10
SLC6A4,STX1A
SLC6A9,STX1A
SLC8A1,TRPC3
SLC9A1,YWHAB
SLC9A1,MAP4K4
SLC9A1,CHP
SLC9A1,TESC
SLC9A2,SPTAN1
SLC9A2,SPTA1
SLC9A2,SRC
SLC9A3,SLC9A3R1
SLC9A3,SLC9A3R2
SLC9A3,CHP
SLC9A3,CHP2
SMAD1,SMAD5
SMAD1,ZBTB44
SMAD1,TTF2
SMAD1,MLL2
SMAD1,SF3B1
SMAD1,RFX1
SMAD1,ZSCAN4
SMAD1,PSMD11
SMAD1,SOX5
SMAD1,VPS24
SMAD1,TTF1
SMAD1,STARD13
SMAD1,PIGQ
SMAD1,PUM1
SMAD1,ANKRD27
SMAD1,ICK
SMAD1,ZDHHC3
SMAD1,SMARCE1
SMAD1,ZNF510
SMAD1,PSMD1
SMAD1,ZNF76
SMAD1,HBP1
SMAD1,SNRNP70
SMAD2,SKIL
SMAD2,SP1
SMAD2,ZEB1
SMAD2,MYC
SMAD3,SKIL
SMAD3,PAX8
SMAD3,PRTN3
SMAD3,SPTBN1
SMAD3,ZEB1
SMAD3,MYC
SMAD4,SMAD5
SMAD4,SKIL
SMAD4,TDG
SMAD4,MYOD1
SMAD4,PRPF40A
SMAD4,ODZ3
SMAD4,RFX1
SMAD4,ATF7IP
SMAD4,PSMD11
SMAD4,DCP1B
SMAD4,HMG20A
SMAD4,XPO5
SMAD4,RPL28
SMAD4,TCTA
SMAD4,RALA
SMAD4,GPNMB
SMAD4,PSG9
SMAD4,TH1L
SMAD4,MAPK13
SMAD4,TM9SF2
SMAD4,ZBED5
SMAD4,CNKSR1
SMAD4,RMND5B
SMAD4,UHRF2
SMAD4,MAPK1
SMAD4,PSG2
SMAD4,C16orf57
SMAD4,SNRNP70
SMAD4,SPTBN1
SMAD5,SF3B1
SMAD5,MTMR10
SMAD5,PNKP
SMAD5,SFPQ
SMAD5,SNRPA
SMAD5,PSMD11
SMAD5,U2AF2
SMAD5,SOX5
SMAD5,RBM4
SMAD5,RYR2
SMAD5,VPS24
SMAD5,PPIL4
SMAD5,SNRNP70
SMAD5,WWP1
SMAD7,ZNF107
SMAD7,ZBTB44
SMAD7,TTF2
SMAD7,MYOD1
SMAD7,SOX5
SMAD7,ASH1L
SMAD7,ZBTB11
SMAD7,SOX13
SMAD7,TTF1
SMAD9,SVEP1
SMAD9,PIR
SMAD9,MLL2
SMAD9,ERVV-1
SMAD9,SF3B1
SMAD9,CPXM2
SMAD9,EXPH5
SMAD9,RFX1
SMAD9,LEMD3
SMAD9,ZSCAN4
SMAD9,KIAA0226
SMAD9,SECISBP2
SMAD9,ZNF484
SMAD9,ZNF587
SMAD9,ARHGAP9
SMAD9,PKP2
SMAD9,PELP1
SMAD9,TMEM57
SMAD9,ASH2L
SMAD9,SNRNP70
SMAD9,HEY1
SMAD9,PSAP
SMAD9,TTC37
SMAD9,NAGK
SMAD9,SIL1
SMAD9,DNAJA3
SMAD9,DKK1
SMAD9,PABPC4
SMAD9,PLEC
SMAD9,STAG1
SMAD9,CEP135
SMAD9,EVC2
SMAD9,ARID1B
SMAD9,MAN1C1
SMAD9,CHPF
SMAD9,RNF123
SMAD9,ABTB1
SMAD9,PSMD8
SMAD9,KDM6A
SMAD9,EIF3C
SMAD9,PPP2R5E
SMAD9,VPS8
SMAD9,RANBP9
SMAD9,CTR9
SMAD9,AFF1
SMAD9,XAB2
SMAD9,TRIM29
SMAD9,MCM3AP
SMAD9,PPARD
SMAD9,EIF3F
SMAD9,BAZ1A
SMAD9,ZNF592
SMAD9,MTMR10
SMAD9,MAN1A2
SMAD9,OTUB1
SMAD9,UBA6
SMAD9,RMND5A
SMAD9,PHKA2
SMAD9,DNAJC7
SMAD9,TBCD
SMAD9,YWHAQ
SMAD9,PNPLA2
SMAD9,MTMR11
SMAD9,SMG1
SMAD9,UBE3A
SMAD9,DIAPH3
SMAD9,CLPB
SMAD9,ZNF83
SMAD9,MGAT1
SMAD9,ASB2
SMAD9,MAN2B1
SMAD9,UNC45A
SMAD9,RRBP1
SMAD9,HUWE1
SMARCB1,SRC
SMN1,SNRPB
SMN2,SNRPB
SMURF2,TMEM139
SNAP25,SYT1
SNAP25,VAMP2
SNAP25,STX1A
SNIP1,HIPK1
SNIP1,ZCCHC7
SNRNP70,SMURF2
SNRNP70,PRPF40A
SNRNP70,HTATSF1
SNRNP70,GEMIN2
SNRNP70,SNRPC
SNRNP70,SCAF11
SNRNP70,CTDP1
SNRNP70,NUDT21
SNRNP70,ZRANB2
SNRNP70,DDX17
SNRNP70,SRPK1
SNRPA,PAPOLA
SNRPB,COIL
SNRPB,SNRPD3
SNRPB,SNRPD1
SNRPB,STXBP2
SNRPB,SMNDC1
SNRPB,TOP3B
SNRPB,PRMT5
SNRPB,CTDP1
SNRPB,DDX20
SNRPB,GEMIN5
SNRPB,GEMIN4
SNRPB,STXBP3
SNRPB,LSM11
SNRPB,WDR77
SNRPB,WBP4
SON,TRIP6
SON,YWHAG
SOS1,ZAP70
SOS1,SH3KBP1
SOS1,ABI1
SOS1,CD2AP
SOS1,GRAP
SOS1,NCK2
SOS1,ABI3
SOS1,PACSIN1
SOS1,PACSIN3
SOS1,FRS2
SOS1,SNX9
SOS1,SNX18
SP1,SREBF1
SP1,TAL1
SP1,OGT
SP1,YY1
SP1,SREBF2
SP1,SP4
SP1,SP3
SP1,KLF10
SP1,KLF4
SP1,SF3A1
SP1,PER3
SP1,PPP1R13L
SP1,DROSHA
SP1,ZBTB7A
SP1,MIER1
SP1,POGZ
SP1,ZBTB16
SP1,TAF4
SP1,AATF
SP1,MIS18BP1
SP1,SKIV2L2
SP100,SNIP1
SPARC,THBS1
SPARC,TGFB1
SPARC,TGM2
SPARC,VEGFA
SPI1,SPIB
SPINK1,CTRC
SPINK1,NRSN1
SPTA1,SPTB
SPTA1,ABI1
SPTA1,SPTBN2
SPTAN1,SPTB
SPTAN1,SRC
SPTAN1,SYN1
SPTAN1,ABI1
SPTAN1,SHANK1
SPTAN1,TANC1
SPTB,CSRP3
SPTBN1,CPNE1
SPTBN1,CPNE4
SPTBN1,ACTR1A
SRC,GNB2L1
SRC,TERT
SRC,IKBKG
SRC,VCL
SRC,WAS
SRC,SYN1
SRC,TXK
SRC,SYK
SRC,TYRO3
SRC,STAT1
SRC,SRF
SRC,TIAM1
SRC,TUB
SRC,YWHAB
SRC,STAT5A
SRC,KIFAP3
SRC,TRAF6
SRC,KHDRBS1
SREBF1,YY1
SREBF1,SUMO1
SREBF1,UBE2I
SREBF1,TWIST2
SRF,TEAD1
SRGN,CCL3
SRI,GCA
SRP19,IPO7
SRP19,IPO8
SRPR,SSR2
SRSF1,SNRNP70
SRSF2,SNRNP70
SST,SSTR1
SST,SSTR2
SST,SSTR3
SST,SSTR4
SST,SSTR5
SSTR1,SSTR5
SSTR3,TP53
SSTR5,ADCY10
ST7,GNB2L1
STAT1,TYK2
STAT1,GNB2L1
STATH,PROL1
STX1A,SYT1
STX1A,VAMP1
STX1A,VAMP2
STX1A,VAMP7
STX1A,SYT4
STX1A,STXBP2
STX1A,SNAP23
STX1A,VAMP8
STX1A,NAPA
STX1A,STX8
STX1A,UNC13B
STX1A,STXBP6
STX1A,SYTL4
STX1A,STXBP5
STX1A,CPLX1
STX1A,TXLNA
STX1A,TXLNB
STX1A,SYT7
STX1A,SNAP29
STX1A,SNPH
STX4,VAMP2
STX4,SYT4
STX4,VAMP8
STX4,VAMP3
STX4,RAB11A
STX4,STXBP6
STX4,TXLNG
STX4,STXBP5
STX4,TXLNA
STX4,STXBP3
STX4,TXLNB
STX4,SYT7
STX4,STXBP4
STXBP2,VAMP2
SUMO2,SAE1
SUMO2,UBA2
SUMO2,CUL3
SUMO2,CCNE2
SUMO2,TP53BP2
SUMO2,KALRN
SUMO3,TDG
SUMO3,CUL3
SUMO3,CCNE2
SUMO3,TP53BP2
SUMO3,KALRN
SYK,VAV1
SYT1,GNB2L1
SYT1,SYT4
SYT1,SYNCRIP
SYT1,ZDHHC17
SYT1,STON2
SYT1,SV2B
SYT1,NRXN1
SYT1,TFAP2A
TAF1A,CD3EAP
TAL1,KAT2B
TAL1,SIN3A
TAL1,ZHX1
TAL1,NCAPG2
TAL1,ELSPBP1
TAP1,TAP2
TAP1,TAPBP
TAP2,TAPBP
TBCB,USP7
TBXA2R,GNA13
TCL1A,AKT3
TCP1,TUBA4A
TCP1,TUBA8
TCP1,CCT5
TCP1,CCT7
TCP10,PARD6A
TCP10,PARD6B
TDG,SNIP1
TDGF1,ACVR1C
TEAD1,VGLL1
TEAD1,YAP1
TEAD1,VGLL4
TEAD1,VGLL2
TEC,VAV1
TEP1,TERT
TERT,XPO1
TERT,PINX1
TERT,PTGES3
TERT,SMG6
TERT,XRCC5
TERT,MCRS1
TERT,SMG5
TF,TFRC
TF,TFR2
TFAP2A,DEK
TFAP2A,TP53
TFAP2A,WWP1
TFAP2A,WWP2
TFAP2A,MAGI1
TFAP2A,CITED2
TFAP2A,LDLRAP1
TFAP2A,CITED4
TFAP2A,EPN2
TFDP1,TP53
TFDP1,NPDC1
TFDP1,SERTAD2
TFRC,RANBP9
TFRC,GABARAP
TG,HSP90B1
TGFB1,THBS1
THBS1,CORO1A
THBS2,THBS3
TMPO,BANF1
TMPO,AKAP8L
TMPO,GMCL1
TMPO,SGTB
TMPRSS15,SPINK1
TNC,PTPRB
TNFAIP3,LAPTM5
TNFRSF17,TRAF1
TNFRSF17,TRAF2
TNFRSF17,TRAF3
TNFRSF17,TNFSF13B
TNFRSF17,TNFSF13
TNPO1,SRP19
TOPORS,SNIP1
TP53BP2,YES1
TP73,GNB2L1
TRA@,TRD@
TRA@,TRB@
TRA@,TRAT1
TRB@,TRD@
TRB@,TRAT1
TRD@,TRG@
TRIM23,CYTH1
TSC22D3,JUN
TTN,MYOM1
TTN,MYOM2
TTN,TCAP
TTN,TRIM63
TTN,OBSCN
TTN,ANKRD1
TTN,ANKRD2
TTN,ANKRD23
TUBA1A,SDC3
TUBA4A,ZAP70
TXN,TXNIP
TXNIP,SMURF2
TYK2,VAV1
TYK2,GNB2L1
TYK2,IRS2
TYK2,PRMT5
TYK2,STAM2
TYK2,XRCC5
TYRO3,YES1
TYROBP,ZAP70
UBA52,LAPTM5
UBE2B,RAD18
UBE2B,UBR2
UBE2I,SNIP1
UBTF,CD3EAP
VAMP1,BCAP31
VAMP1,SNAP23
VAMP1,VAPA
VAMP1,VAPB
VAMP2,SYP
VAMP2,SNAP23
VAMP2,VAMP8
VAMP2,RABAC1
VAMP2,STX11
VAMP2,CPLX1
VAMP2,VAPA
VAMP2,VAPB
VAMP2,SYPL1
VAMP2,TRPC3
VAV1,ZYX
VAV1,LAT
VAV1,SOCS1
VAV1,AOC3
VAV1,BLNK
VAV1,RACGAP1
VAV1,PAG1
VIM,NUP85
WEE1,BRD8
WNT5A,FZD5
WNT5A,FZD1
WRNIP1,POLD4
YBX1,TFAP2A
YES1,ADAM12
YES1,CD2AP
YES1,TRPV4
YES1,GP6
YWHAQ,EPB41L3
ZAP70,LAT
ZAP70,SIT1
ZAP70,SH2B3
ZAP70,PAG1
ZAP70,GAB2
ZAP70,SLAMF6
ZAP70,SLA2
ZAP70,DBNL
ZAP70,FCRL3
ZAP70,NFAM1
ZEB1,DRAP1
ZFYVE9,NUP155
ZFYVE9,SUMF2
ZFYVE9,UBXN11
ZFYVE9,ZMYND8
ZFYVE9,CHD6
ZFYVE9,RHOT2
ZFYVE9,SPG20
ZFYVE9,SCYL2
ZMYM5,SNIP1
ZP2,ZPBP
ZP3,ENGASE
