name,children,size
CDH5,"PTPRB	1",0.1
CDK1,"CEP55	1",0.1
CDK1,"MYC	1",0.1
CDK2,"POLL	1",0.1
CDK6,"PCNA	1",0.1
CDK7,"E2F1	1",0.1
CDK7,"GTF2H1	1",0.1
CDKN1B,"GRB2	1",0.1
CDKN1C,"PCNA	1",0.1
CDKN2A,"NCL	1",0.1
CDKN2A,"RPS7	1",0.1
CDKN2A,"HSP90AB1	1",0.1
CDKN2A,"TBRG1	1",0.1
CDKN2A,"GSPT1	1",0.1
CDKN2A,"KIAA1984	1",0.1
CDKN2A,"ANKRD12	1",0.1
CDKN2A,"ZNF227	1",0.1
CDKN2A,"PEX19	1",0.1
CDKN2A,"ZFP91	1",0.1
CDKN2A,"TPI1	1",0.1
CDKN2A,"AHNAK	1",0.1
CDX2,"UBB	1",0.1
CEBPB,"SPI1	1",0.1
CEBPB,"MAPK1	1",0.1
CEBPB,"RB1	1",0.1
CEBPB,"CCL3	1",0.1
CEBPB,"SP1	1",0.1
CEBPB,"MYB	1",0.1
CEBPB,"MYC	1",0.1
CEBPB,"ELK1	1",0.1
CEBPB,"SRF	1",0.1
CEBPB,"HMGA1	1",0.1
CEBPB,"HNRNPK	1",0.1
CEBPB,"SMAD4	1",0.1
CEBPB,"STAT5A	1",0.1
CEBPB,"STAT6	1",0.1
CEBPB,"SMARCB1	1",0.1
CEBPB,"RPS6KA1	1",0.1
CEBPB,"SMARCC1	1",0.1
CEBPB,"TRIM28	1",0.1
CEBPB,"NOLC1	1",0.1
CEBPB,"EP300	1",0.1
CEBPB,"SMAD3	1",0.1
CEBPB,"SMARCA4	1",0.1
CEBPB,"MED23	1",0.1
CEBPB,"SPIB	1",0.1
CEBPB,"TAF9	1",0.1
CEBPE,"MYB	1",0.1
CFL1,"SLC2A4	1",0.1
CFTR,"PRKCA	1",0.1
CFTR,"PRKCE	1",0.1
CFTR,"STX1A	1",0.1
CHAT,"PRKCA	1",0.1
CHD3,"TAL1	1",0.1
CHEK1,"UBB	1",0.1
CHEK1,"CUL1	1",0.1
CHEK1,"CUL4A	1",0.1
CHGA,"PLG	1",0.1
CHM,"RAB3A	1",0.1
CHM,"RAB6A	1",0.1
CHRNA1,ITGA7,0.1
CHRND,"GRB2	1",0.1
CIITA,"NFYB	1",0.1
CISH,"PRLR	1",0.1
CISH,"PRKCA	1",0.1
CISH,"PRKCB	1",0.1
CLIP1,"IQGAP1	1",0.1
CLIP1,"CLASP2	1",0.1
CLK1,"PTPN1	1",0.1
CLK2,"PTPN1	1",0.1
CLNS1A,"SNRPB	1",0.1
CLNS1A,"EPB41L3	1",0.1
CLU,"PON1	1",0.1
CLU,"PRNP	1",0.1
CLU,"TGFBR1	1",0.1
CLU,"TGFBR2	1",0.1
CLU,"VLDLR	1",0.1
CLU,"LRP2	1",0.1
CLU,"LRP8	1",0.1
CLU,"MMP25	1",0.1
CNGB1,"PRPH2	1",0.1
CNN1,"PRKCE	1",0.1
CNTN1,"PRNP	1",0.1
CNTN1,"PTPRB	1",0.1
CNTN1,"TNC	1",0.1
COL4A2,"ATF7IP	1",0.1
COL4A5,"OSM	1",0.1
COL4A5,"SERPINE2	1",0.1
COL4A6,"OSM	1",0.1
COL4A6,"SERPINE2	1",0.1
COL6A2,"ABCD3	1",0.1
COPA,"PDGFRB	1",0.1
COPB1,"PDGFRB	1",0.1
COPB1,"PRKCE	1",0.1
CORT,"SSTR1	1",0.1
CORT,"SSTR2	1",0.1
CORT,"SSTR3	1",0.1
CORT,"SSTR4	1",0.1
CORT,"SSTR5	1",0.1
CPB2,"PLG	1",0.1
CPB2,"F2	1",0.1
CREBBP,"JUN	1",0.1
CREBBP,"MECOM	1",0.1
CREBBP,"GLI3	1",0.1
CREBBP,"PRKCD	1",0.1
CREBBP,"MAF	1",0.1
CREBBP,"RXRG	1",0.1
CREBBP,"DDX5	1",0.1
CREBBP,"PTMA	1",0.1
CREBBP,"MYB	1",0.1
CRK,"GRB2	1",0.1
CRKL,"KIT	1",0.1
CRKL,"PIK3R1	1",0.1
CRKL,"IFNAR1	1",0.1
CRKL,"PDGFRA	1",0.1
CRKL,"PTPN11	1",0.1
CRKL,"TYK2	1",0.1
CRKL,"SOS1	1",0.1
CRYAB,"EPB41	1",0.1
CSF1R,"GRB2	1",0.1
CSF2RA,"PIK3R1	1",0.1
CSF3R,"GRB2	1",0.1
CSH1,"PRLR	1",0.1
CSNK2A1,"WEE1	1",0.1
CSTA,"EVPL	1",0.1
CTBP1,"MECOM	1",0.1
CTBP1,"RB1	1",0.1
CTBP1,"ZEB1	1",0.1
CTBP2,"MECOM	1",0.1
CTGF,"LRP1	1",0.1
CTNND1,"JUP	1",0.1
CTNND1,"PTPN6	1",0.1
CTNND1,"PTPRM	1",0.1
CTNND1,"FER	1",0.1
CTSB,"SLPI	1",0.1
CTSD,"SLC2A4	1",0.1
CTSK,"SPARC	1",0.1
CTSL1,"SLPI	1",0.1
CTSS,"SLPI	1",0.1
CTTN,"GRB2	1",0.1
CXCR3,"PF4	1",0.1
CYB5A,"CYP1A1	1",0.1
CYP11A1,"SMAD9	1",0.1
CYTH1,"ARFRP1	1",0.1
CYTH1,"CYTIP	1",0.1
DAB1,"PLCG1	1",0.1
DAB1,"ITGB3	1",0.1
DAB1,"PTPN11	1",0.1
DAB1,"LRP1	1",0.1
DAB2,"SMURF2	1",0.1
DAB2,"FGR	1",0.1
DAB2,"ITGB3	1",0.1
DAB2,"PRKCB	1",0.1
DAB2,"PRKCD	1",0.1
DAB2,"PRKCG	1",0.1
DAB2,"SRC	1",0.1
DAG1,"GRB2	1",0.1
DAPK1,"STX1A	1",0.1
DAPK3,"PRKCZ	1",0.1
DAPK3,"MET	1",0.1
DAXX,"PAX5	1",0.1
DCTN1,"RAB6A	1",0.1
DCTN1,"CLIP1	1",0.1
DDR1,"PLCG1	1",0.1
DDR2,"SRC	1",0.1
DDX5,"PRKCA	1",0.1
DDX5,"SMAD3	1",0.1
DDX5,"AKAP8	1",0.1
DDX5,"DDX17	1",0.1
DGCR2,"SMURF2	1",0.1
DHX9,"JUN	1",0.1
DHX9,"PCNA	1",0.1
DHX9,"SNRPB	1",0.1
DIAPH1,"PKD2	1",0.1
DLD,"SLC2A4	1",0.1
DLG2,"KCNA4	1",0.1
DLG3,"LPHN1	1",0.1
DLG4,"ERBB2	1",0.1
DLG4,"YES1	1",0.1
DLG4,"LYN	1",0.1
DLG4,"PTPRG	1",0.1
DLG4,"PRKCA	1",0.1
DLG4,"LRP1	1",0.1
DLG4,"HTR2A	1",0.1
DLG4,"LPHN1	1",0.1
DLX3,"PRKCA	1",0.1
DMBT1,"SFTPD	1",0.1
DNAJB2,"SMAD4	1",0.1
DNM1,"PFN2	1",0.1
DNM1,"PRNP	1",0.1
DNM1,"PRKCA	1",0.1
DNM1,"SRC	1",0.1
DNM2,"PFN1	1",0.1
DNMT3A,"MYC	1",0.1
DNTT,"PCNA	1",0.1
DOCK2,"VAV1	1",0.1
DOK1,"KIT	1",0.1
DOK1,"ITGB3	1",0.1
DOK1,"PTPN6	1",0.1
DPP4,"CCL5	1",0.1
DRD2,"GIPC1	1",0.1
DRD3,"GRB2	1",0.1
DRD3,"GIPC1	1",0.1
DRD4,"GRB2	1",0.1
DRG1,"TAL1	1",0.1
DSC3,"JUP	1",0.1
DSG3,"JUP	1",0.1
DST,"SMAD9	1",0.1
DTNA,"GFI1B	1",0.1
DUSP1,"MAPK1	1",0.1
DUSP3,"PDGFA	1",0.1
DUSP3,"ZAP70	1",0.1
DUSP3,"MAPK1	1",0.1
DUSP4,"MAPK1	1",0.1
DUSP5,"MAPK1	1",0.1
DUSP7,"MAPK1	1",0.1
DUT,"PPARA	1",0.1
DVL2,"RBFOX1	1",0.1
DYNC1LI1,"NUP85	1",0.1
E2F1,"PHB	1",0.1
E2F1,"TFDP1	1",0.1
E2F1,"SP1	1",0.1
E2F1,"GTF2H1	1",0.1
E2F1,"TP53	1",0.1
E2F1,"PURA	1",0.1
E2F1,"SP4	1",0.1
E2F1,"SKP2	1",0.1
E2F1,"BRD2	1",0.1
E2F1,"SP2	1",0.1
E2F1,"SP3	1",0.1
E2F1,"NDN	1",0.1
E2F1,"TFDP2	1",0.1
E2F1,"MNAT1	1",0.1
E2F1,"MDM4	1",0.1
E2F1,"E2F6	1",0.1
E2F1,"TRRAP	1",0.1
E2F1,"CUL1	1",0.1
E2F1,"CHEK2	1",0.1
E2F1,"CTDP1	1",0.1
E2F1,"TP53BP1	1",0.1
E2F1,"TOPBP1	1",0.1
E2F1,"NPDC1	1",0.1
E2F1,"SERTAD2	1",0.1
E2F2,"RB1	1",0.1
E2F2,"TFDP1	1",0.1
E2F2,"SP1	1",0.1
E2F3,"RB1	1",0.1
E2F3,"TFDP1	1",0.1
E2F3,"SP1	1",0.1
E2F4,"RB1	1",0.1
E2F4,"RBL2	1",0.1
E2F4,"TFDP1	1",0.1
E2F5,"RBL2	1",0.1
E2F5,"TFDP1	1",0.1
E2F6,"TFDP1	1",0.1
E4F1,"SMAD9	1",0.1
E4F1,"RB1	1",0.1
EDN1,"UBQLN4	1",0.1
EEF1A1,"SMAD4	1",0.1
EFNA1,"EPHA2	1",0.1
EFNA1,"EPHA1	1",0.1
EFNA2,"EPHA2	1",0.1
EFNA2,"EPHA3	1",0.1
EFNA3,"EPHA2	1",0.1
EFNA4,"EPHA8	1",0.1
EFNA4,"EPHA2	1",0.1
EFNA5,"EPHA8	1",0.1
EFNA5,"EPHA2	1",0.1
EFNA5,"EPHA3	1",0.1
EFNB1,"SRC	1",0.1
EFNB2,"EPHA3	1",0.1
EGF,"GRB2	1",0.1
EGFR,"GRB2	1",0.1
EHHADH,"SCP2	1",0.1
EIF2AK2,"TP53	1",0.1
EIF2AK2,"STAT1	1",0.1
EIF2AK2,"DNAJC3	1",0.1
EIF2AK2,"METAP2	1",0.1
EIF2AK2,"RAC1	1",0.1
EIF2AK2,"TARBP2	1",0.1
EIF2AK2,"TIRAP	1",0.1
EIF2AK2,"PTGES3	1",0.1
EIF2AK2,"PRKRIR	1",0.1
EIF2AK2,"STRBP	1",0.1
EIF2AK2,"PRKRIP1	1",0.1
EIF2S1,"PRKCD	1",0.1
EIF2S1,"MELK	1",0.1
EIF3C,"SNIP1	1",0.1
EIF3E,"SMAD9	1",0.1
EIF4EBP1,"MAPK1	1",0.1
EIF4EBP1,"PPP2CA	1",0.1
EIF4G1,"ZFYVE9	1",0.1
EIF6,"PRKCB	1",0.1
EIF6,"GNB2L1	1",0.1
ELANE,"SLPI	1",0.1
ELAVL4,"NFX1	1",0.1
ELF1,"REL	1",0.1
ELF1,"RB1	1",0.1
ELF1,"NFYB	1",0.1
ELF1,"SP1	1",0.1
ELF1,"HMGA1	1",0.1
ELF2,"LMO2	1",0.1
ELK1,"MAPK1	1",0.1
ELK1,"GRB2	1",0.1
EN1,"JUN	1",0.1
ENO1,"PLG	1",0.1
EP300,"JUN	1",0.1
EP300,"PPARA	1",0.1
EP300,"TFAP2A	1",0.1
EP300,"PCNA	1",0.1
EP300,"PRKCD	1",0.1
EP300,"MAF	1",0.1
EP300,"TAL1	1",0.1
EP300,"PTMA	1",0.1
EP300,"MYB	1",0.1
EPB41,"MACROD1	1",0.1
EPB41,"YWHAB	1",0.1
EPB41,"YWHAQ	1",0.1
EPB41,"SEC14L1	1",0.1
EPB41,"GDI1	1",0.1
EPB41,"C2CD2L	1",0.1
EPB41,"FKBP2	1",0.1
EPB41L1,"YWHAQ	1",0.1
EPB41L1,"YWHAZ	1",0.1
EPB41L1,"YWHAB	1",0.1
EPB41L2,"SPTAN1	1",0.1
EPB41L2,"FKBP2	1",0.1
EPB42,"SPTAN1	1",0.1
EPB42,"KRAS	1",0.1
EPB42,"SLC4A2	1",0.1
EPB42,"STX12	1",0.1
EPB42,"CNO	1",0.1
EPB42,"SPINK7	1",0.1
EPHA2,"PTPN11	1",0.1
EPHA2,"TNFAIP1	1",0.1
EPHA2,"SHC1	1",0.1
EPHA2,"TIAM1	1",0.1
EPHA2,"PTK2	1",0.1
EPHA2,"SLA	1",0.1
EPHA2,"GRB2	1",0.1
EPHA3,"RUFY2	1",0.1
EPHA3,"RUFY1	1",0.1
EPHA8,"PIK3CG	1",0.1
EPHB1,"GRB2	1",0.1
EPHB2,"RRAS	1",0.1
EPHB2,"SRC	1",0.1
EPHB4,"SDC3	1",0.1
EPOR,"GRB2	1",0.1
EPRS,"RARS	1",0.1
EPS15,"LAPTM5	1",0.1
EPS8,"ITGB3	1",0.1
EPS8,"SRC	1",0.1
ERAS,"PIK3R1	1",0.1
ERBB2,GRB7,0.1
ERBB2,"PAK1	1",0.1
ERBB2,"PIK3R2	1",0.1
ERBB2,"PTPN18	1",0.1
ERBB2,"ERBB2IP	1",0.1
ERBB2,"NF2	1",0.1
ERBB2,"CD82	1",0.1
ERBB2,"ERRFI1	1",0.1
ERBB2,"TOB1	1",0.1
ERBB2,"MUC4	1",0.1
ERBB2,"PICK1	1",0.1
ERBB2,"GRB2	1",0.1
ERBB3,"PIK3R1	1",0.1
ERBB3,"SOS1	1",0.1
ERBB3,"GRB2	1",0.1
ERF,"MAPK1	1",0.1
ERG,"SPI1	1",0.1
ERG,"FLI1	1",0.1
ERG,"ETV1	1",0.1
ERG,"SETDB1	1",0.1
ETS2,"ZFYVE9	1",0.1
ETV1,"KCNA2	1",0.1
ETV3,"DDX20	1",0.1
EVI5,"FBXO5	1",0.1
EVPL,"SPRR2A	1",0.1
EVPL,"SPRR3	1",0.1
EWSR1,"SMAD1	1",0.1
EXOSC10,"RPE	1",0.1
EZH2,"VAV1	1",0.1
F10,"SERPINB6	1",0.1
F10,"PLG	1",0.1
F10,"PLAT	1",0.1
F10,"PROS1	1",0.1
F2,"SERPINB6	1",0.1
F2,"SERPINE1	1",0.1
F2,"PROC	1",0.1
F2,"PROS1	1",0.1
F2,"SERPINE2	1",0.1
F2,"F2R	1",0.1
F2,"THBD	1",0.1
F2,"THBS1	1",0.1
F2,"KNG1	1",0.1
F2,"GP1BA	1",0.1
F2,"F9	1",0.1
F2,"SERPINB8	1",0.1
F2,"SERPINA5	1",0.1
F2,"F2RL2	1",0.1
F2,"F2RL3	1",0.1
F2,"AKR7A2	1",0.1
F2,"HGFAC	1",0.1
F2,"ITGA2B	1",0.1
F2,"F11	1",0.1
F2,"ST13	1",0.1
F2,"SPP1	1",0.1
F2,"PROZ	1",0.1
F2,"PLAU	1",0.1
F2R,"ITGAV	1",0.1
F2R,"SNX1	1",0.1
F2R,"GNA12	1",0.1
F2R,"GNA13	1",0.1
F2RL1,"PLG	1",0.1
F2RL1,"PRTN3	1",0.1
F5,"PROC	1",0.1
F5,"PROS1	1",0.1
F8,"PROC	1",0.1
F8,"PROS1	1",0.1
F8,"LRP1	1",0.1
F9,"LRP1	1",0.1
FAF1,"SNIP1	1",0.1
FAM175B,"SMURF2	1",0.1
FANCA,"SPTAN1	1",0.1
FANCC,"SPTAN1	1",0.1
FANCC,"SPTA1	1",0.1
FANCD2,"RAD51	1",0.1
FAP,"PLAUR	1",0.1
FASLG,"GRB2	1",0.1
FCGR2B,"LYN	1",0.1
FCGR2B,"PTPN6	1",0.1
FEN1,"PCNA	1",0.1
FER,"TMF1	1",0.1
FER,"YWHAB	1",0.1
FES,"PIK3R1	1",0.1
FES,"BCAR1	1",0.1
FES,"RASA3	1",0.1
FES,"DPYSL5	1",0.1
FES,"PLXNA1	1",0.1
FES,"HSH2D	1",0.1
FEZ1,"BRD1	1",0.1
FGF10,"FGFR2	1",0.1
FGF3,"EBNA1BP2	1",0.1
FGF5,"FGFR2	1",0.1
FGF9,"FGFR2	1",0.1
FGFR1,"GRB2	1",0.1
FGFR2,"PLCG1	1",0.1
FGFR3,"GRB2	1",0.1
FGR,"SRC	1",0.1
FGR,"WAS	1",0.1
FGR,"SYK	1",0.1
FGR,"PTK2	1",0.1
FGR,"HCLS1	1",0.1
FGR,"SLAMF1	1",0.1
FGR,"INPP5D	1",0.1
FHL2,"ZFYVE9	1",0.1
FHL2,"TTN	1",0.1
FHL3,"MAPK1	1",0.1
FKBP1A,"RYR1	1",0.1
FKBP1A,"RYR3	1",0.1
FKBP1A,"TGFBR1	1",0.1
FKBP1A,"YY1	1",0.1
FKBP1A,"GLMN	1",0.1
FKBP1A,"TGFB1I1	1",0.1
FKBP1A,"FKBP4	1",0.1
FKBP1A,"TRPC3	1",0.1
FKBP1B,"RYR2	1",0.1
FKBP2,"ARFGEF1	1",0.1
FKBP3,"YY1	1",0.1
FKBP3,"HDAC1	1",0.1
FKBP3,"HDAC2	1",0.1
FLG,"PCSK6	1",0.1
FLNA,"RALA	1",0.1
FLNC,"FURIN	1",0.1
FLNC,"INPPL1	1",0.1
FLNC,"MAP2K4	1",0.1
FLNC,"SGCD	1",0.1
FLNC,"MYOT	1",0.1
FLNC,"MYOZ1	1",0.1
FLNC,"PHLDB2	1",0.1
FLNC,"SGCG	1",0.1
FLNC,"KCND2	1",0.1
FLNC,"NPHP1	1",0.1
FLNC,"MYOZ3	1",0.1
FLT1,"KDR	1",0.1
FLT1,"VEGFA	1",0.1
FLT1,"PLCG2	1",0.1
FLT1,"SHC1	1",0.1
FLT1,"PGF	1",0.1
FLT1,"VEGFB	1",0.1
FLT3,"GRB2	1",0.1
FLT3LG,"KITLG	1",0.1
FLT4,"GRB2	1",0.1
FMNL1,"PFN1	1",0.1
FN1,"SPARC	1",0.1
FOS,"SUMO1	1",0.1
FOS,"SUMO2	1",0.1
FOS,"SUMO3	1",0.1
FOSL2,"JUN	1",0.1
FOSL2,"JUNB	1",0.1
FOSL2,"JUND	1",0.1
FOXG1,"TLE1	1",0.1
FOXG1,"TLE3	1",0.1
FOXG1,"HDAC1	1",0.1
FOXG1,"SMAD1	1",0.1
FOXG1,"KDM5B	1",0.1
FOXO4,"YWHAZ	1",0.1
FRK,"RB1	1",0.1
FTL,"SMAD9	1",0.1
FYB,"SRC	1",0.1
FYB,"BCAR1	1",0.1
GAB1,"PIK3R1	1",0.1
GAB1,"PLCG1	1",0.1
GAB1,"PTPN11	1",0.1
GABPA,"SP1	1",0.1
GABRA4,"PRKCG	1",0.1
GABRB1,"PIK3CA	1",0.1
GABRB2,"PRKCB	1",0.1
GABRG2,"PRKCB	1",0.1
GABRR1,"MAPK1	1",0.1
GABRR1,"PRKCA	1",0.1
GABRR2,"PRKCA	1",0.1
GAD1,"PPP2CB	1",0.1
GAD1,"PRKCE	1",0.1
GAD2,"PRKCE	1",0.1
GADD45B,"PPARA	1",0.1
GADD45B,"PCNA	1",0.1
GAPDH,"SLC2A4	1",0.1
GATA1,"SPI1	1",0.1
GATA1,"LMO2	1",0.1
GBA,"PSAP	1",0.1
GCNT1,"PRKCB	1",0.1
GDI1,"RAB6A	1",0.1
GDI2,"RAB8A	1",0.1
GDI2,"RAB2A	1",0.1
GDI2,"RAB4A	1",0.1
GDI2,"RAB5A	1",0.1
GHR,"PIK3R1	1",0.1
GHR,"PTPN11	1",0.1
GHR,"PTPN6	1",0.1
GHR,"TYK2	1",0.1
GJB1,"PRKCA	1",0.1
GLI1,"ZIC1	1",0.1
GLI1,"ZIC2	1",0.1
GLI1,"SUFU	1",0.1
GLI1,"STK36	1",0.1
GLI2,"ZIC1	1",0.1
GLI2,"ZIC2	1",0.1
GLI2,"SUFU	1",0.1
GLI2,"STK36	1",0.1
GLI3,"ZIC3	1",0.1
GLI3,"ZIC1	1",0.1
GLI3,"SMAD4	1",0.1
GLI3,"SMAD2	1",0.1
GLI3,"SMAD1	1",0.1
GLI3,"TWIST1	1",0.1
GLI3,"ZIC2	1",0.1
GLI3,"SMAD3	1",0.1
GLI3,"SUFU	1",0.1
GLI3,"STK36	1",0.1
GLRX,"PTPN1	1",0.1
GMFB,"MAPK1	1",0.1
GMFB,"PRKCA	1",0.1
GNA12,"PRKCA	1",0.1
GNA12,"TBXA2R	1",0.1
GNAQ,"PIK3CA	1",0.1
GNAQ,"HTR2A	1",0.1
GNAQ,"TBXA2R	1",0.1
GNB2L1,"TUBB	1",0.1
GNB2L1,"PABPC1	1",0.1
GNB2L1,"RASA3	1",0.1
GNB2L1,"HABP4	1",0.1
GNB2L1,"AGTRAP	1",0.1
GNB2L1,"LRP12	1",0.1
GNB2L1,"SREK1	1",0.1
GNGT1,"RHO	1",0.1
GNGT1,"GNB5	1",0.1
GNGT1,"PLEKHB1	1",0.1
GOLGA1,"RAB6A	1",0.1
GOLGA4,"RAB6A	1",0.1
GP1BA,"GP5	1",0.1
GP1BA,"GP9	1",0.1
GP1BA,"SELP	1",0.1
GP5,"YWHAZ	1",0.1
GPM6A,"PRKCA	1",0.1
GRAP2,"GNB2L1	1",0.1
GRB10,"KIT	1",0.1
GRB10,"PDGFRB	1",0.1
GRB10,"MAP2K1	1",0.1
GRB10,"SRC	1",0.1
GRB14,"PDGFRB	1",0.1
GRB14,"PDGFRA	1",0.1
GRB14,"PRKCZ	1",0.1
GRB2,"RASA1	1",0.1
GRB2,"PRRC2A	1",0.1
GRB2,"HTT	1",0.1
GRB2,"IL2RB	1",0.1
GRB2,"IRS1	1",0.1
GRB2,"ITGA6	1",0.1
GRB2,"ITGB4	1",0.1
GRB2,"JAK1	1",0.1
GRB2,"JAK2	1",0.1
GRB2,"PTPRC	1",0.1
GRB2,"MAP2	1",0.1
GRB2,"MUC1	1",0.1
GRB2,"NGFR	1",0.1
GRB2,"HNRNPC	1",0.1
GRB2,"RET	1",0.1
GRB2,"MET	1",0.1
GRB2,"KIT	1",0.1
GRB2,"PIK3R1	1",0.1
GRB2,"PLCG1	1",0.1
GRB2,"PDGFRB	1",0.1
GRB2,"PRNP	1",0.1
GRB2,"PTPN11	1",0.1
GRB2,"PTPN6	1",0.1
GRB2,"PTPRA	1",0.1
GRB2,"PTPN1	1",0.1
GRB2,"MAPK1	1",0.1
GRB2,"SOS1	1",0.1
GRB2,"ITK	1",0.1
GRB2,"CCL5	1",0.1
GRB2,"PRKAR1A	1",0.1
GRB2,"HRAS	1",0.1
GRB2,"SRC	1",0.1
GRB2,"TNFRSF1A	1",0.1
GRB2,"KDR	1",0.1
GRB2,"NTRK1	1",0.1
GRB2,"REPS2	1",0.1
GRB2,"WAS	1",0.1
GRB2,"SH2D1A	1",0.1
GRB2,"OCRL	1",0.1
GRB2,"SYN1	1",0.1
GRB2,"PTPN12	1",0.1
GRB2,"SYK	1",0.1
GRB2,"MST1R	1",0.1
GRB2,"TEK	1",0.1
GRB2,"RAPGEF1	1",0.1
GRB2,"SHB	1",0.1
GRB2,"VAV2	1",0.1
GRB2,"SHC1	1",0.1
GRB2,"PTK2	1",0.1
GRB2,"PTPRE	1",0.1
GRB7,"KIT	1",0.1
GRIA2,"PRKCA	1",0.1
GRIA2,"SPTAN1	1",0.1
GRIA3,"LYN	1",0.1
GRIA4,"IQGAP1	1",0.1
GRID2,"PTPN4	1",0.1
GRIN1,"PRKCB	1",0.1
GRIN1,"PRKCE	1",0.1
GRIN1,"PRKCG	1",0.1
GRIN1,"RAP2A	1",0.1
GRIN1,"SPTAN1	1",0.1
GRIN1,"HRAS	1",0.1
GRIN2D,"PRKCB	1",0.1
GRIN2D,"PRKCE	1",0.1
GRIN2D,"PRKCG	1",0.1
GRIN2D,"RAP2A	1",0.1
GRIN2D,"SPTAN1	1",0.1
GRIN2D,"HRAS	1",0.1
GRK5,"RCVRN	1",0.1
GRK5,"RHO	1",0.1
GRK5,"TBXA2R	1",0.1
GRK6,"RCVRN	1",0.1
GRK6,"RHO	1",0.1
GRK6,"TBXA2R	1",0.1
GRM1,"PRKCA	1",0.1
GRN,"SLPI	1",0.1
GRN,"SMAD9	1",0.1
GSK3A,"PRKCA	1",0.1
GSK3A,"PRKCB	1",0.1
GSK3A,"PRKCD	1",0.1
GSK3A,"PRKCG	1",0.1
GSK3B,"PTPN1	1",0.1
GSK3B,"PRKCB	1",0.1
